browse,browse_to_add_to_consider,browse_to_purchase,directly_add_to_consider,directly_purchase,no_browse,user_id
1,0,0,0,1,5,303684
1,0,1,0,0,5,368039
1,1,1,0,0,4,226784
0,1,0,1,1,4,158597
2,0,0,0,1,4,370640
1,0,1,0,0,5,125733
1,0,1,0,0,5,29083
1,1,1,0,0,4,229988
2,0,1,0,0,4,59186
1,0,1,0,0,5,412348
1,0,1,1,0,4,97117
0,1,1,1,0,4,121516
1,0,1,0,0,5,346840
1,0,1,0,0,5,343392
1,0,1,0,0,5,335069
1,0,1,0,0,5,225062
1,0,1,0,0,5,375069
0,1,1,0,0,5,246992
1,0,1,0,0,5,393227
0,1,1,0,0,5,218539
1,0,1,0,0,5,154585
1,0,1,0,0,5,262233
1,1,1,0,0,4,258190
2,0,1,0,0,4,292761
1,0,1,0,1,4,53176
0,0,1,1,0,5,105384
0,0,0,1,1,5,43460
1,0,1,0,0,5,24353
0,1,1,0,0,5,76469
1,0,0,0,1,5,211227
1,1,1,0,0,4,60256
2,0,1,0,0,4,311859
1,0,1,0,0,5,343773
1,0,1,0,0,5,7041
1,0,1,0,0,5,245754
1,0,1,0,0,5,292648
2,0,1,0,0,4,84312
2,0,1,0,0,4,175216
1,0,1,0,0,5,222171
1,0,1,0,0,5,353724
1,0,1,0,0,5,203937
1,0,1,0,0,5,401519
1,0,1,0,0,5,174204
0,2,1,0,0,4,129446
1,0,1,0,0,5,123911
0,0,2,0,0,5,252472
1,0,1,0,0,5,243588
1,0,1,0,0,5,372932
0,1,1,0,0,5,282704
1,0,1,0,0,5,409575
0,0,0,1,2,4,175184
0,1,1,0,0,5,373401
0,0,1,1,0,5,227151
2,0,1,0,0,4,353708
1,0,1,0,0,5,192171
0,1,1,0,0,5,248581
1,0,1,0,0,5,63624
1,0,1,0,0,5,43547
1,0,1,0,0,5,261745
0,0,2,0,0,5,38379
2,0,1,0,0,4,361560
1,0,1,0,0,5,67678
1,0,1,0,0,5,126130
1,0,1,0,0,5,193260
1,0,0,0,1,5,143481
0,1,1,0,0,5,189697
1,1,1,0,0,4,239327
1,0,1,0,0,5,304275
1,0,1,0,0,5,208370
0,1,1,0,0,5,394574
1,1,1,0,0,4,308731
1,0,1,0,0,5,318698
2,0,1,0,0,4,136305
1,0,1,0,0,5,203738
0,2,1,0,0,4,87744
0,0,1,2,0,4,253217
1,0,0,0,1,5,14995
0,1,1,0,0,5,317802
0,2,0,0,1,4,351785
1,0,1,0,0,5,65530
0,1,1,0,0,5,345149
0,0,1,1,0,5,393609
2,0,1,0,0,4,370463
1,1,1,0,0,4,118823
1,0,1,0,0,5,273785
0,0,2,1,0,4,325930
1,0,1,0,0,5,371278
1,0,0,0,1,5,355112
1,0,1,0,0,5,170759
0,1,2,0,0,4,37093
1,0,0,0,1,5,294149
2,0,1,0,0,4,325761
0,1,1,0,0,5,22865
1,0,1,0,0,5,210354
1,0,1,0,0,5,348002
1,0,1,0,0,5,6400
1,0,1,0,0,5,172283
2,0,1,0,0,4,174805
1,0,1,0,0,5,119623
1,0,1,0,0,5,376648
1,0,1,0,0,5,340142
1,0,1,0,0,5,328791
0,2,1,0,0,4,216635
1,0,1,0,0,5,22795
1,0,1,0,0,5,316899
1,1,1,0,0,4,359377
2,0,1,0,0,4,349684
0,2,0,0,1,4,189300
1,0,1,0,0,5,105280
1,0,2,0,0,4,4054
1,0,1,0,0,5,155963
0,0,0,1,1,5,36167
1,1,1,0,0,4,131680
1,0,1,0,0,5,283072
2,0,0,0,1,4,274744
1,0,0,0,1,5,362683
1,0,1,0,0,5,357209
1,0,1,0,0,5,417595
1,0,1,0,0,5,84731
1,0,0,0,1,5,182853
0,1,1,0,0,5,57435
1,0,1,0,0,5,147835
0,0,0,1,1,5,165890
2,0,1,0,0,4,966
1,0,1,0,0,5,242885
1,0,1,0,0,5,418401
1,0,0,0,1,5,155656
1,0,2,0,0,4,109476
1,0,1,0,0,5,203377
1,0,1,0,0,5,336387
1,0,1,0,0,5,39194
1,0,1,0,0,5,412991
0,0,1,1,0,5,266964
1,0,1,0,0,5,249962
0,1,2,0,0,4,251759
0,0,1,0,1,5,423642
1,0,1,0,0,5,312409
1,0,1,0,0,5,83721
0,0,2,0,0,5,400812
0,1,1,0,0,5,348864
0,2,1,0,0,4,7060
1,1,1,0,0,4,176342
0,0,2,0,0,5,154982
1,0,1,0,0,5,193285
0,1,1,0,0,5,22428
0,0,1,1,0,5,278899
1,1,1,0,0,4,319212
1,0,1,0,0,5,87545
1,0,0,0,1,5,284701
1,0,1,0,0,5,262407
0,1,1,0,0,5,417683
1,1,1,0,0,4,218253
1,0,1,0,0,5,337654
2,0,1,0,0,4,258575
1,0,1,0,0,5,160171
1,0,1,0,0,5,400200
1,0,1,0,0,5,114159
1,0,1,0,0,5,56970
1,0,1,0,0,5,170963
1,0,1,0,0,5,241894
1,0,1,0,0,5,110269
0,1,1,0,0,5,308633
1,0,1,0,0,5,238001
1,0,1,0,0,5,314905
1,0,1,0,0,5,96845
0,1,1,0,0,5,329278
0,0,2,0,0,5,268156
1,0,1,0,0,5,209538
0,1,1,0,0,5,178604
1,0,1,0,0,5,205001
1,0,1,0,0,5,237534
1,0,1,0,0,5,56749
1,0,1,0,0,5,1732
1,0,1,0,0,5,238685
0,1,1,0,0,5,75374
0,1,1,0,0,5,176321
0,1,1,0,0,5,85369
1,0,1,0,0,5,336972
1,0,1,0,0,5,379480
0,1,1,0,0,5,72289
0,1,0,0,1,5,172319
1,0,1,0,0,5,147461
0,1,1,0,0,5,252306
0,0,1,1,0,5,259552
1,0,1,0,0,5,364337
1,0,0,0,1,5,3339
1,0,1,0,0,5,202992
1,0,1,0,0,5,210013
1,0,0,0,1,5,78086
1,0,1,0,0,5,358851
1,0,1,0,0,5,317636
1,0,1,0,0,5,408870
1,0,1,0,0,5,50793
1,0,0,0,1,5,46751
0,1,1,0,0,5,117920
0,0,2,0,0,5,303424
0,1,1,0,0,5,309222
1,0,1,0,0,5,28464
0,1,1,0,0,5,373694
0,0,1,1,0,5,231781
1,0,1,0,0,5,304962
0,1,1,0,0,5,64097
1,0,1,0,0,5,39864
1,0,1,0,0,5,309771
1,0,1,0,0,5,83675
1,0,1,0,0,5,195843
1,0,1,0,0,5,76561
1,0,1,0,0,5,207950
1,0,1,0,0,5,105248
1,0,1,0,0,5,99512
1,0,1,0,0,5,69328
0,0,2,0,0,5,173678
1,0,1,0,0,5,183962
1,0,0,0,1,5,92763
1,0,1,0,0,5,364949
0,1,1,0,0,5,422843
1,0,0,0,1,5,234581
1,0,1,0,0,5,278773
1,0,1,0,0,5,416759
1,0,0,0,1,5,123652
0,1,1,0,0,5,359155
0,0,1,1,0,5,112954
0,0,2,0,0,5,145338
1,0,1,0,0,5,280742
1,0,1,0,0,5,186806
0,1,1,0,0,5,62311
1,0,1,0,0,5,204104
0,0,0,0,2,5,106233
0,1,1,0,0,5,180867
0,1,1,0,0,5,258655
1,0,1,0,0,5,419301
0,0,1,1,0,5,368646
1,0,1,0,0,5,187958
1,0,1,0,0,5,265533
0,0,0,1,1,5,155059
0,1,1,0,0,5,286295
1,0,1,0,0,5,254615
1,0,1,0,0,5,184783
1,0,0,0,1,5,412485
0,0,0,0,2,5,198219
1,0,1,0,0,5,377429
1,0,1,0,0,5,367472
1,0,0,0,1,5,363023
1,0,1,0,0,5,354547
1,0,1,0,0,5,312098
0,1,1,0,0,5,334153
0,1,1,0,0,5,164384
0,1,1,0,0,5,392452
1,0,0,0,1,5,185817
1,0,1,0,0,5,330474
0,0,2,0,0,5,312694
1,0,1,0,0,5,48661
1,0,1,0,0,5,177655
1,0,1,0,0,5,296821
1,0,1,0,0,5,104162
1,0,1,0,0,5,47698
1,0,1,0,0,5,177854
1,0,1,0,0,5,154436
1,0,1,0,0,5,199527
1,0,1,0,0,5,51681
1,0,1,0,0,5,412403
1,0,1,0,0,5,114778
1,0,1,0,0,5,147620
1,0,1,0,0,5,178366
1,0,1,0,0,5,375531
0,1,1,0,0,5,104522
1,0,1,0,0,5,107684
0,1,1,0,0,5,330687
1,0,1,0,0,5,106989
0,1,1,0,0,5,148249
1,0,1,0,0,5,297701
0,1,0,0,1,5,114487
0,0,0,1,1,5,293793
1,0,1,0,0,5,41643
1,0,1,0,0,5,347921
1,0,1,0,0,5,330641
1,0,1,0,0,5,99678
1,0,1,0,0,5,268597
0,1,1,0,0,5,359275
1,0,1,0,0,5,210469
0,1,1,0,0,5,223066
1,0,1,0,0,5,293028
0,1,1,0,0,5,382557
1,0,1,0,0,5,397776
0,1,1,0,0,5,224412
1,0,1,0,0,5,24156
0,1,1,0,0,5,23101
1,0,1,0,0,5,102774
0,1,1,0,0,5,66783
0,0,2,0,0,5,166786
0,1,1,0,0,5,310463
0,1,1,0,0,5,383561
1,0,1,0,0,5,191811
1,0,1,0,0,5,342963
1,0,1,0,0,5,234230
0,1,1,0,0,5,203941
1,0,1,0,0,5,407292
0,0,1,1,0,5,12209
1,0,1,0,0,5,405560
0,1,1,0,0,5,391514
1,0,1,0,0,5,166347
0,1,1,0,0,5,354927
1,0,1,0,0,5,396039
1,0,1,0,0,5,154915
1,0,1,0,0,5,206685
1,0,1,0,0,5,101864
1,0,1,0,0,5,98217
1,0,1,0,0,5,371201
0,0,2,0,0,5,287908
1,0,1,0,0,5,115427
1,0,1,0,0,5,375366
0,0,2,0,0,5,264223
0,0,0,1,1,5,72550
1,0,1,0,0,5,329714
0,0,0,0,2,5,305489
1,0,1,0,0,5,279365
1,0,1,0,0,5,262095
0,1,1,0,0,5,177895
0,1,1,0,0,5,197348
1,0,1,0,0,5,191161
0,1,1,0,0,5,171798
1,0,1,0,0,5,292074
0,0,0,1,1,5,162767
1,0,1,0,0,5,135131
0,1,1,0,0,5,371418
0,1,1,0,0,5,223851
1,0,1,0,0,5,246922
0,1,1,0,0,5,423074
1,0,1,0,0,5,372212
0,0,1,1,0,5,421889
1,0,1,0,0,5,48645
1,0,0,0,1,5,188533
1,0,1,0,0,5,63010
1,0,1,0,0,5,174693
0,1,1,0,0,5,130349
1,0,0,0,1,5,180066
0,0,2,0,0,5,77164
1,0,1,0,0,5,143310
1,0,1,0,0,5,142260
1,0,1,0,0,5,171358
1,0,0,0,1,5,203350
1,0,1,0,0,5,315803
0,1,1,0,0,5,240955
1,0,1,0,0,5,58423
0,0,0,1,1,5,102008
1,0,1,0,0,5,180805
1,0,1,0,0,5,88713
1,0,1,0,0,5,75918
0,0,2,0,0,5,394020
0,1,1,0,0,5,143224
0,1,1,0,0,5,192207
1,0,1,0,0,5,342500
0,0,2,0,0,5,369325
1,0,1,0,0,5,90807
1,0,0,0,1,5,85154
1,0,0,0,1,5,187513
1,0,1,0,0,5,375416
0,1,1,0,0,5,136806
1,0,1,0,0,5,165019
0,1,1,0,0,5,277667
1,0,1,0,0,5,402378
1,0,1,0,0,5,336899
1,0,1,0,0,5,229197
0,0,0,1,1,5,112175
1,0,1,0,0,5,158826
1,0,1,0,0,5,20047
0,0,0,1,1,5,115788
1,0,1,0,0,5,250837
0,1,1,0,0,5,11687
1,0,1,0,0,5,210216
1,0,0,0,1,5,341163
0,1,1,0,0,5,410522
1,0,1,0,0,5,69838
0,1,1,0,0,5,106700
1,0,1,0,0,5,3025
1,0,1,0,0,5,278556
1,0,1,0,0,5,1938
1,0,1,0,0,5,288597
0,1,1,0,0,5,338519
1,0,1,0,0,5,336554
1,0,1,0,0,5,236485
1,0,1,0,0,5,207363
1,0,1,0,0,5,146192
0,0,2,0,0,5,167023
0,1,1,0,0,5,121214
1,0,1,0,0,5,314330
0,1,0,0,1,5,198315
0,1,1,0,0,5,67115
0,1,1,0,0,5,195581
0,1,1,0,0,5,91782
1,0,1,0,0,5,205215
1,0,1,0,0,5,372246
0,1,0,0,1,5,333971
1,0,1,0,0,5,159921
1,0,1,0,0,5,74276
0,0,1,1,0,5,336756
0,0,1,1,0,5,363674
1,0,0,0,1,5,342043
1,0,1,0,0,5,110736
0,0,2,0,0,5,184344
1,0,1,0,0,5,174334
1,0,1,0,0,5,351310
1,0,1,0,0,5,153995
0,0,0,1,1,5,384450
0,1,1,0,0,5,360010
1,0,1,0,0,5,139438
0,0,1,1,0,5,11119
1,0,1,0,0,5,149417
1,0,1,0,0,5,376801
1,0,1,0,0,5,25115
0,1,1,0,0,5,340374
1,0,1,0,0,5,9541
0,0,1,1,0,5,222970
1,0,1,0,0,5,371502
0,1,1,0,0,5,322257
1,0,1,0,0,5,396521
1,0,1,0,0,5,394754
1,0,1,0,0,5,298815
1,0,1,0,0,5,360602
1,0,1,0,0,5,407616
1,0,1,0,0,5,228062
1,0,1,0,0,5,43892
1,0,1,0,0,5,374486
0,1,0,0,1,5,65513
0,1,1,0,0,5,368446
1,0,1,0,0,5,129885
1,0,1,0,0,5,332591
1,0,1,0,0,5,61074
1,0,1,0,0,5,89994
0,0,2,0,0,5,158695
1,0,0,0,1,5,227612
0,0,2,0,0,5,48089
1,0,1,0,0,5,166874
0,1,1,0,0,5,170768
1,0,1,0,0,5,23779
0,1,1,0,0,5,93002
1,0,1,0,0,5,354024
1,0,1,0,0,5,263145
1,0,1,0,0,5,161336
1,0,1,0,0,5,67339
1,0,1,0,0,5,349981
0,1,1,0,0,5,228606
0,0,1,1,0,5,370828
0,0,2,0,0,5,6571
1,0,1,0,0,5,159079
1,0,1,0,0,5,149946
1,0,1,0,0,5,161969
1,0,1,0,0,5,267855
1,0,1,0,0,5,118399
0,1,1,0,0,5,407973
0,0,1,1,0,5,163485
1,0,1,0,0,5,127309
1,0,1,0,0,5,324214
1,0,1,0,0,5,263625
0,1,1,0,0,5,153783
0,1,1,0,0,5,109692
0,1,1,0,0,5,340582
1,0,1,0,0,5,230634
1,0,1,0,0,5,64248
1,0,1,0,0,5,106259
0,1,1,0,0,5,329618
1,0,1,0,0,5,295857
1,0,1,0,0,5,183126
1,0,1,0,0,5,277439
0,0,0,1,1,5,387326
1,0,1,0,0,5,291179
1,0,1,0,0,5,362646
1,0,1,0,0,5,116908
0,0,0,1,1,5,207595
1,0,1,0,0,5,112721
1,0,1,0,0,5,17618
1,0,1,0,0,5,31608
1,0,1,0,0,5,130044
0,1,1,0,0,5,84396
0,1,1,0,0,5,75671
0,1,1,0,0,5,408050
0,0,1,1,0,5,292579
1,0,1,0,0,5,264312
0,0,0,1,1,5,122995
1,0,1,0,0,5,126463
1,0,1,0,0,5,54752
0,0,2,0,0,5,244400
1,0,1,0,0,5,294338
0,0,0,1,1,5,21379
0,0,0,1,1,5,419190
1,0,1,0,0,5,247348
0,0,2,0,0,5,199768
1,0,1,0,0,5,251309
0,0,2,0,0,5,259446
1,0,1,0,0,5,301852
1,0,1,0,0,5,5038
1,0,0,0,1,5,407152
0,0,1,1,0,5,410098
1,0,1,0,0,5,281481
1,0,1,0,0,5,334985
1,0,1,0,0,5,274456
1,0,1,0,0,5,169223
1,0,1,0,0,5,368294
1,0,1,0,0,5,55790
0,1,1,0,0,5,128966
0,1,1,0,0,5,67644
0,0,0,0,2,5,35429
0,1,1,0,0,5,234519
1,0,1,0,0,5,238683
1,0,1,0,0,5,203175
0,1,0,0,1,5,364198
0,1,1,0,0,5,177154
1,0,1,0,0,5,182673
1,0,1,0,0,5,256293
1,0,1,0,0,5,347689
0,1,0,0,1,5,277328
1,0,1,0,0,5,188544
0,1,1,0,0,5,318983
1,0,1,0,0,5,280430
0,1,1,0,0,5,70650
0,0,2,0,0,5,31443
1,0,1,0,0,5,229150
0,0,0,1,1,5,137077
1,0,1,0,0,5,12615
1,0,1,0,0,5,162357
1,0,1,0,0,5,272923
1,0,1,0,0,5,373513
1,0,1,0,0,5,290304
0,0,2,0,0,5,274836
1,0,1,0,0,5,103939
1,0,1,0,0,5,371706
0,0,2,0,0,5,273544
1,0,1,0,0,5,127070
1,0,1,0,0,5,194308
1,0,1,0,0,5,21683
1,0,1,0,0,5,343982
0,0,0,1,1,5,73701
0,1,1,0,0,5,150350
1,0,1,0,0,5,288535
0,0,2,0,0,5,296229
1,0,1,0,0,5,68718
1,0,1,0,0,5,125525
0,1,1,0,0,5,45244
1,0,1,0,0,5,21413
0,0,1,0,1,5,19305
1,0,1,0,0,5,8796
1,0,1,0,0,5,6936
1,0,1,0,0,5,309628
1,0,1,0,0,5,15587
1,0,1,0,0,5,411081
1,0,1,0,0,5,408176
0,0,1,0,1,5,16854
1,0,1,0,0,5,158483
0,1,1,0,0,5,172405
0,0,0,1,1,5,348170
1,0,1,0,0,5,235211
0,1,1,0,0,5,133082
1,0,1,0,0,5,172942
1,0,1,0,0,5,379182
0,1,1,0,0,5,38276
1,0,1,0,0,5,317244
1,0,1,0,0,5,117635
1,0,1,0,0,5,209498
0,0,1,1,0,5,214447
1,0,1,0,0,5,94039
1,0,1,0,0,5,232540
1,0,1,0,0,5,277023
0,1,1,0,0,5,266590
0,0,0,1,1,5,4213
0,1,1,0,0,5,255830
1,0,1,0,0,5,400426
1,0,1,0,0,5,89671
1,0,1,0,0,5,217294
1,0,1,0,0,5,406649
1,0,0,0,1,5,245329
1,0,1,0,0,5,93970
0,1,1,0,0,5,307934
1,0,1,0,0,5,250221
0,0,2,0,0,5,270319
1,0,0,0,1,5,420453
1,0,1,0,0,5,305097
1,0,0,0,1,5,221338
1,0,1,0,0,5,64773
0,0,2,0,0,5,120061
1,0,1,0,0,5,389404
0,1,1,0,0,5,212507
1,0,1,0,0,5,356285
0,1,1,0,0,5,131568
1,0,1,0,0,5,297241
0,1,1,0,0,5,144264
1,0,1,0,0,5,215207
1,0,1,0,0,5,397495
1,0,1,0,0,5,158898
1,0,1,0,0,5,243978
1,0,0,0,1,5,81125
1,0,1,0,0,5,329190
0,1,1,0,0,5,347840
1,0,0,0,1,5,417267
1,0,1,0,0,5,292614
1,0,1,0,0,5,227259
1,0,0,0,1,5,209379
1,0,1,0,0,5,157314
1,0,1,0,0,5,54389
1,0,1,0,0,5,57114
1,0,1,0,0,5,11412
0,1,1,0,0,5,156029
0,1,1,0,0,5,21678
1,0,1,0,0,5,404879
0,1,1,0,0,5,186521
0,0,1,1,0,5,2106
0,1,0,0,1,5,287006
1,0,1,0,0,5,277605
1,0,1,0,0,5,118723
1,0,0,0,1,5,172214
1,0,1,0,0,5,262847
1,0,1,0,0,5,131773
0,1,1,0,0,5,411369
1,0,1,0,0,5,338455
1,0,0,0,1,5,401230
0,1,1,0,0,5,55717
1,0,1,0,0,5,305862
1,0,1,0,0,5,275361
0,1,1,0,0,5,133596
1,0,1,0,0,5,305033
1,0,1,0,0,5,87793
1,0,0,0,1,5,178813
0,1,1,0,0,5,289710
1,0,1,0,0,5,127576
0,0,1,1,0,5,194511
0,1,1,0,0,5,54044
1,0,1,0,0,5,219119
0,1,1,0,0,5,340256
1,0,1,0,0,5,355452
1,0,1,0,0,5,182580
0,0,1,0,1,5,282818
0,0,1,0,1,5,258969
1,0,1,0,0,5,112982
1,0,1,0,0,5,73233
1,0,1,0,0,5,169970
0,1,1,0,0,5,357731
1,0,1,0,0,5,137899
0,0,1,1,0,5,405011
1,0,1,0,0,5,188035
1,0,1,0,0,5,274873
1,0,1,0,0,5,5784
1,0,0,0,1,5,174773
0,1,1,0,0,5,343659
0,1,1,0,0,5,304846
1,0,1,0,0,5,28801
0,0,2,0,0,5,274760
0,1,1,0,0,5,137105
0,1,1,0,0,5,307694
1,0,1,0,0,5,259774
0,1,1,0,0,5,145586
1,0,1,0,0,5,6591
1,0,1,0,0,5,210402
0,0,0,0,2,5,156830
0,1,1,0,0,5,329606
0,1,0,0,1,5,356094
1,0,1,0,0,5,343796
1,0,1,0,0,5,262842
0,1,1,0,0,5,171081
1,0,1,0,0,5,21397
0,0,2,0,0,5,254621
0,1,1,0,0,5,368510
1,0,1,0,0,5,380332
1,0,1,0,0,5,181072
1,0,0,0,1,5,71420
1,0,1,0,0,5,153224
0,0,0,1,1,5,170646
0,1,1,0,0,5,71158
1,0,0,0,1,5,60522
1,0,1,0,0,5,303452
1,0,1,0,0,5,168922
0,1,1,0,0,5,60000
0,1,1,0,0,5,205892
1,0,1,0,0,5,173769
1,0,1,0,0,5,404702
0,1,1,0,0,5,199998
0,1,1,0,0,5,83373
1,0,1,0,0,5,189598
1,0,1,0,0,5,6548
0,1,1,0,0,5,259672
1,0,1,0,0,5,262611
1,0,0,0,1,5,126786
1,0,1,0,0,5,409190
0,1,1,0,0,5,81833
1,0,1,0,0,5,207077
1,0,1,0,0,5,234526
1,0,1,0,0,5,90830
0,1,1,0,0,5,103510
0,1,1,0,0,5,333888
0,1,1,0,0,5,126190
1,0,1,0,0,5,286366
0,0,1,0,0,6,217514
0,0,1,0,0,6,103430
0,0,1,0,0,6,88845
0,0,1,0,0,6,92250
0,0,1,0,0,6,82786
0,0,1,0,0,6,348288
0,0,1,0,0,6,172275
0,0,1,0,0,6,246235
0,0,1,0,0,6,24360
0,0,1,0,0,6,25084
0,0,1,0,0,6,176588
0,0,0,0,1,6,292183
0,0,1,0,0,6,28792
0,0,1,0,0,6,378535
0,0,1,0,0,6,362097
0,0,0,0,1,6,152945
0,0,1,0,0,6,409133
0,0,1,0,0,6,382675
0,0,1,0,0,6,229345
0,0,1,0,0,6,72580
0,0,1,0,0,6,367565
0,0,1,0,0,6,21229
0,0,0,0,1,6,56358
0,0,0,0,1,6,341201
0,0,1,0,0,6,108101
0,0,1,0,0,6,379718
0,0,1,0,0,6,108901
0,0,0,0,1,6,396511
0,0,1,0,0,6,176369
0,0,1,0,0,6,296341
0,0,1,0,0,6,99120
0,0,1,0,0,6,273816
0,0,1,0,0,6,271366
0,0,1,0,0,6,392068
0,0,1,0,0,6,139696
0,0,1,0,0,6,221677
0,0,1,0,0,6,75531
0,0,0,0,1,6,242490
0,0,1,0,0,6,226703
0,0,1,0,0,6,120981
0,0,1,0,0,6,178370
0,0,1,0,0,6,237610
0,0,1,0,0,6,272656
0,0,1,0,0,6,252076
0,0,1,0,0,6,336336
0,0,1,0,0,6,22976
0,0,1,0,0,6,71107
0,0,1,0,0,6,321089
0,0,1,0,0,6,400399
0,0,1,0,0,6,392811
0,0,1,0,0,6,316069
0,0,1,0,0,6,331189
0,0,1,0,0,6,347141
0,0,1,0,0,6,348441
0,0,1,0,0,6,263261
0,0,0,0,1,6,127314
0,0,1,0,0,6,23316
0,0,1,0,0,6,263536
0,0,1,0,0,6,192086
0,0,1,0,0,6,184951
0,0,1,0,0,6,384727
0,0,1,0,0,6,364125
0,0,1,0,0,6,412583
0,0,0,0,1,6,358507
0,0,1,0,0,6,419004
0,0,1,0,0,6,207222
0,0,1,0,0,6,273746
0,0,1,0,0,6,57502
0,0,1,0,0,6,272188
0,0,1,0,0,6,1005
0,0,1,0,0,6,400293
0,0,1,0,0,6,284627
0,0,1,0,0,6,190813
0,0,1,0,0,6,373070
0,0,1,0,0,6,29468
0,0,1,0,0,6,213530
0,0,1,0,0,6,387392
0,0,1,0,0,6,9102
0,0,1,0,0,6,104083
0,0,0,0,1,6,84053
0,0,1,0,0,6,170770
0,0,1,0,0,6,264860
0,0,1,0,0,6,417826
0,0,1,0,0,6,103527
0,0,1,0,0,6,259679
0,0,1,0,0,6,246678
0,0,1,0,0,6,325917
0,0,1,0,0,6,354932
0,0,1,0,0,6,297223
0,0,1,0,0,6,247961
0,0,1,0,0,6,243158
0,0,1,0,0,6,227562
0,0,1,0,0,6,401608
0,0,1,0,0,6,402054
0,0,1,0,0,6,375497
0,0,1,0,0,6,373255
0,0,1,0,0,6,325476
0,0,1,0,0,6,64862
0,0,0,0,1,6,77761
0,0,1,0,0,6,211507
0,0,0,0,1,6,189394
0,0,1,0,0,6,78423
0,0,1,0,0,6,274721
0,0,1,0,0,6,60666
0,0,1,0,0,6,209075
0,0,1,0,0,6,419247
0,0,0,0,1,6,38682
0,0,1,0,0,6,412187
0,0,1,0,0,6,42345
0,0,1,0,0,6,141923
0,0,1,0,0,6,116011
0,0,1,0,0,6,123754
0,0,1,0,0,6,135053
0,0,0,0,1,6,14814
0,0,1,0,0,6,339390
0,0,1,0,0,6,60479
0,0,1,0,0,6,28204
0,0,0,0,1,6,112119
0,0,1,0,0,6,32446
0,0,1,0,0,6,169604
0,0,1,0,0,6,292278
0,0,1,0,0,6,170474
0,0,1,0,0,6,221503
0,0,1,0,0,6,328985
0,0,1,0,0,6,356721
0,0,1,0,0,6,239425
0,0,1,0,0,6,268541
0,0,1,0,0,6,290648
0,0,1,0,0,6,337578
0,0,1,0,0,6,252887
0,0,1,0,0,6,21203
0,0,1,0,0,6,224076
0,0,1,0,0,6,159113
0,0,1,0,0,6,252888
0,0,1,0,0,6,256243
0,0,1,0,0,6,373960
0,0,1,0,0,6,358601
0,0,1,0,0,6,140262
0,0,1,0,0,6,196542
0,0,1,0,0,6,293317
0,0,0,0,1,6,139935
0,0,1,0,0,6,342179
0,0,1,0,0,6,34774
0,0,0,0,1,6,233732
0,0,1,0,0,6,81495
0,0,1,0,0,6,249479
0,0,1,0,0,6,184764
0,0,1,0,0,6,115325
0,0,1,0,0,6,377367
0,0,1,0,0,6,312835
0,0,1,0,0,6,239166
0,0,1,0,0,6,161274
0,0,1,0,0,6,345673
0,0,1,0,0,6,30345
0,0,1,0,0,6,422455
0,0,1,0,0,6,184113
0,0,1,0,0,6,248275
0,0,1,0,0,6,321109
0,0,1,0,0,6,93594
0,0,1,0,0,6,216652
0,0,1,0,0,6,48631
0,0,0,0,1,6,243623
0,0,1,0,0,6,314028
0,0,1,0,0,6,76924
0,0,0,0,1,6,410827
0,0,1,0,0,6,326249
0,0,1,0,0,6,336507
0,0,1,0,0,6,140455
0,0,1,0,0,6,241248
0,0,1,0,0,6,83018
0,0,1,0,0,6,326882
0,0,1,0,0,6,401797
0,0,1,0,0,6,134643
0,0,0,0,1,6,64648
0,0,1,0,0,6,345854
0,0,1,0,0,6,358408
0,0,1,0,0,6,206784
0,0,1,0,0,6,155766
0,0,1,0,0,6,151707
0,0,0,0,1,6,214181
0,0,0,0,1,6,85860
0,0,0,0,1,6,164782
0,0,1,0,0,6,285032
0,0,1,0,0,6,87414
0,0,0,0,1,6,333550
0,0,1,0,0,6,308589
0,0,1,0,0,6,276446
0,0,0,0,1,6,57158
0,0,1,0,0,6,183139
0,0,1,0,0,6,139085
0,0,1,0,0,6,232323
0,0,1,0,0,6,309342
0,0,1,0,0,6,111867
0,0,1,0,0,6,332856
0,0,1,0,0,6,390448
0,0,1,0,0,6,156091
0,0,1,0,0,6,6312
0,0,1,0,0,6,175021
0,0,1,0,0,6,337366
0,0,0,0,1,6,132179
0,0,1,0,0,6,343697
0,0,0,0,1,6,365633
0,0,1,0,0,6,41620
0,0,1,0,0,6,347953
0,0,1,0,0,6,187805
0,0,1,0,0,6,194681
0,0,1,0,0,6,200190
0,0,1,0,0,6,178852
0,0,1,0,0,6,194968
0,0,1,0,0,6,383505
0,0,1,0,0,6,2869
0,0,1,0,0,6,158809
0,0,1,0,0,6,117876
0,0,1,0,0,6,373690
0,0,1,0,0,6,252578
0,0,0,0,1,6,34039
0,0,1,0,0,6,271173
0,0,1,0,0,6,126012
0,0,1,0,0,6,394094
0,0,1,0,0,6,118339
0,0,1,0,0,6,251463
0,0,1,0,0,6,265458
0,0,1,0,0,6,356818
0,0,1,0,0,6,387341
0,0,1,0,0,6,319162
0,0,1,0,0,6,64149
0,0,1,0,0,6,400106
0,0,1,0,0,6,144237
0,0,1,0,0,6,224545
0,0,0,0,1,6,409234
0,0,1,0,0,6,207577
0,0,1,0,0,6,94570
0,0,1,0,0,6,220207
0,0,1,0,0,6,380423
0,0,1,0,0,6,52603
0,0,1,0,0,6,348312
0,0,1,0,0,6,204632
0,0,1,0,0,6,14698
0,0,1,0,0,6,238380
0,0,1,0,0,6,359055
0,0,1,0,0,6,341162
